"","documents","docname","rating","day","blog"
"83","President Bush toured Israel's Yad Vashem memorial to the Holocaust yesterday and made an emotional remark that the US should have bombed Auschwitz. Maybe so, but if guilt is to be assigned, how about the USSR?Speaking as someone whose mother survived Auschwitz (she worked at an aircraft parts subcontractor there) and whose grandfather did not, I say the following. I am, in general, a lot more concerned about Iran's president Amadinejad's attempt to create the next Auschwitz than about some political platitudes about the last one now. But I will play armchair general here for a bit and discuss all the parties involved.  There have been many conflicting arguments about why there were no concerted efforts by the Allies to bomb Auschwitz. The distances were too great, some say, or the inadvertent killing of inmates would have been a impermissible battle cost, one that few US airmen wanted on their conscience. There was, in fact, one US air raid that did attempt to bomb the military target factories adjacent to Auschwitz (it hit some Nazi military housing), but a repeated bombing campaign would have probably been required to destroy the factories (of I.G. Farben and Buna Rubber, amongst others) and crematoria. All authors and casual commentators I've heard -- even Ed Asner, on some public television show many years ago -- chose to put blame on the West alone for not destroying Auschwitz. But the headquarters of the international socialist world at that time, the USSR, has been given a free pass from media analysis and criticism on this subject, even though they had air bases a mere one hundred miles or so from that death camp.In Donald Miller's great book  Masters of the Air: America's Bomber Boys Who Fought The Air War Against Nazi Germany, there is a detailed analysis of the US and Britain's considerations involving plans to bomb Auschwitz in 1944. On page 323, it discusses the distances involved, the proximity of Soviet air bases to the east of Auschwitz it states:""The Eighth Air Force could conceivably have carried out the mission from newly operational bases within easy range of Auschwitz. That June it had begun to fly ""shuttle missions"" to the Soviet Union, under the code name Frantic. Leaving from England, bombers hit targets deep inside the Reich and, instead of returning home, proceeded to airfields provided by Stalin near Kiev, in the Ukraine. From there they were able to strike targets in Eastern Europe and fly south to Italy and then, after rest and refueling, back to England, conducting bombing operations on every leg of the journey. But Stalin had tight control over what the Fortresses on Operation Frantic bombed, and he made sure that they concentrated on targets that directly aided the Red Army's summer offensive.""Joseph Stalin was no friend of the Jews, as has been well documented in many places. And it is reasonable to assume he would not have helped the US in attempts to bomb the death camp. Stalin would also have no control over what targets the US bombed. The Soviet Premier would not have wanted to lose the opportunity to grab some modern (at that time) German factories for his own use. He would want, I suspect, to either disassemble them for reconstruction in Russia or operate them in place under a postwar Soviet-controlled Polish government. But I can say, without speculating, that Stalin did not send any bombers to destroy the killing machine at Auschwitz himself, even though the distance was less than 200 kilometers, one way.On page 326, author Donald Miller discusses Stalin's October 1944 refusal to allow his air bases to be used as a landing area for US bombers flying in support of the Polish rebellion against the Nazis in Warsaw:""Roosevelt ordered another Frantic airlift, but on October 2, Stalin withdrew permission for Americans to use Frantic bases to support a rebellion he considered dangerous to his own interests, an uprising led by anit-communist forces tied to the Polish government-in-exile in London. A few days later, the Polish rebellion was crushed.""Had Stalin allowed the air bases to be used in support of Polish rebellion, partisans, as part of a general Polish uprising, might well have reached Auschwitz and even liberated it. This history recalled by President Bush this Friday in Israel is also very similar to the apologies for slavery that are often discussed in America. No apologies are demanded from the descendants of the Arab slave traders of Africa, just the current governments of the West. Third World ""people of color"" and Second World ""people of socialism"" never have to say they're sorry, in the liberal worldview. In either case, these one-sided apologies do not serve any of us well going into the Twenty-first Century. They are a band-aid for myopia, blocking our current vision - and a sop to political correctness.(Jack Kemp is not the politician of the same name.)","at0801200_4.text","Conservative",12,"at"
"84","Two new reports on last month's asssassination of former prime minister Benazir Bhutto have only added to the mystery and confusion surrounding that event:Two new reports on the assassination last month of Pakistani opposition leader Benazir Bhutto suggest that the killing may have been an ambitious plot rather than an isolated act of violence and that the government of President Pervez Musharraf knows far more than it's admitted about the murder. A police officer who witnessed the assassination said that a mysterious crowd stopped Bhutto's car that day, moving her to emerge through the sunroof. And a document has surfaced in the Pakistani news media that contradicts the government's version of her death and contains details on the pistol and the suicide bomb used in the murder. The witness was Ishtiaq Hussain Shah of the Rawalpindi police. As Bhutto's car headed onto Rawalpindi's Liaquat Road after an election rally Dec. 27, a crowd appeared from nowhere and stopped the motorcade, shouting slogans of her Pakistan Peoples Party and waving party banners, according to his account. Bhutto, apparently thinking she was greeting her supporters, emerged through the sunroof of the bulletproof car to wave.Such a diversion as well as ""baiting the trap"" smells of a professional military operation. At the very least, there is a level of sophistication that might even be beyond al-Qaeda although perhaps we should never underestimate their capacity to do anything. Musharraf is a fool if he is trying to hide anything relating to the assassination. For whatever reason, it makes no sense simply because when information that he is sitting on comes out, it only feeds the suspicions against him and his government. This contributes to unrest in the streets which in turn, threatens his hold on power. It's a long way to February 18 and the elections.","at0801200_5.text","Conservative",12,"at"
"85","A measure designed to allow thousands of Sunni Muslims who served under Saddam Hussein to regain their employment in the Iraqi government has passed the parliament today:Iraq's parliament adopted legislation Saturday on the reinstatement of thousands of former supporters of Saddam Hussein's Baath party to government jobs, a key benchmark sought by the United States as a step toward easing sectarian tensions. The bill was approved by a unanimous show of hands on each of the law's 30 clauses. Titled the Accountability and Justice law, it seeks to relax restrictions on the rights of members of the now-dissolved Baath party to fill government posts. It is also designed to reinstate thousands of Baathists dismissed from government jobs after the 2003 U.S. invasion — a decision that deepened sectarian tensions between Iraq's majority Shiites and the once-dominant Sunni Arabs, who believed the firings targeted their community.Without a doubt, this is the most significant political development in Iraq since the invasion. It was always first on the list of demands made by Sunnis before any kind of reconciliation would be talked about. And the American government had been pushing the measure for years. The holdup had always been a lack of trust by Shias that Sunnis wouldn't try to take over the government as well as a belief that those Baathists guilty of war crimes or crimes against Iraqis should not be rewarded. The measure addresses those concerns: The draft law approved Saturday is not a blanket approval for all former Baathists to take government jobs. The law will allow low-ranking Baathists not involved in past crimes against Iraqis to go back to their jobs. High-ranking Baathists will be sent to compulsory retirement and those involved in crimes will stand trial, though their families will still have the right to pension. The Baathists who were members in Saddam's security agencies must retire — except for members of Fidayeen Saddam, a feared militia formed by Saddam's eldest son, Oday. They will be entitled to nothing.This is an extraordinary day in Iraq. And it is time for the Democrats to face up to the fact that it would never have occurred without the presence of American troops. If the nation had listened to them last year, there would be chaos in Iraq. Instead, there is hope - real, palpable hope - that all sides in Iraq can come to some kind of accommodation and live together in peace. It has come with a heavy price - for both America and Iraq. But today's vote has brought peace closer than at any time since American troops helped the Iraqis tear down the statue of the hated Saddam.","at0801200_6.text","Conservative",12,"at"
"86","John McCain has parlayed his big win in New Hampshire into a double digit lead in the Republican race for president.The senator from Arizona is the front-runner in the battle for the Republican presidential nomination, according to the first national poll taken after the New Hampshire primary. McCain has the support of 34 percent of registered Republicans in a CNN/Opinion Research Corp. survey out Friday. That's a 21-point jump from the last CNN/Opinion Research poll, taken in December, well before the Iowa caucuses and New Hampshire primary earlier this month. Former Arkansas Gov. Mike Huckabee, who won the Iowa Republican caucuses, is in second place in the new survey, with 21 percent of those registered Republicans polled supporting him for the GOP nomination. Rudy Giuliani follows with 18 percent, a drop of six points from the December poll, when the former New York City mayor was the front-runner. ""Only McCain gained support among Republicans nationally. McCain's now the clear Republican front-runner,"" said Bill Schneider, CNN senior political analyst.The spectacular rise of McCain is partly fueled by the fact that the other front runners in the race appear to be weakening. Mike Huckabee received no bounce whatsoever out of Iowa as he polled only 12% in New Hampshire. Both Mitt Romney and Rudy Giulliani have been sinking in the polls for weeks. McCain has also surged ahead in Florida and is closing in on Romney in Michigan. If McCain can manage to win in Michigan next Tuesday, the questions regarding his inevitability will begin in earnest and Republicans could coalesce behind the Arizona senator if only to avoid a bruising fight beyond the February 5 Super Tuesday primaries.","at0801200_7.text","Conservative",12,"at"
"87","Today the Wall Street Journal details the corruption in five World Bank projects in India which former bank President Wolfowitz suspended and which anti-corruption chief Folsom has exposed to the Bank Board, to the enmity of the Bank members and staff who want to continue business as usual.[N]othing we've seen so far can compare to what has now been uncovered about five health projects in India, involving $569 million in loans. The projects were the subject of a ""Detailed Implementation Review,"" a lengthy forensic examination undertaken by Ms. Folsom's Department of Institutional Integrity, known within the bank as INT. As of this writing the bank has not publicly released the review, though it's been shared with the bank's board. But we've seen a copy and are posting its executive summary on wsj.com/opinion and OpinionJournal.com (click here to see it). We are also posting photographs that show the real price that corruption in bank projects exacts on the poor. Here are some of the lowlights:In the $54 million ""Food and Drug Capacity Building Project,"" for which money is still being disbursed, the INT found ""questionable procurement practices, some of which indicate fraud and corruption, in contracts representing 87 percent of the number of pieces and 88 percent of the total value of equipment procured."" That is nearly $9 of every $10 in aid funds[snip]The report goes on in this vein for hundreds of pages. With the exception of Paul Volcker's investigation of the U.N. Oil for Food scandal, we can think of no comparable review of an international organization that has brought such damaging facts to light, certainly not one that was internally conducted.The Journal is right. This is a disgrace as is President Zoellick's failure to anywhere credit Ms. Folsom for her outstanding work in exposing the failures of these programs.","at0801300_0.text","Conservative",13,"at"
"88","For the last 10 days, crime scene investigators from Scotland Yard have been pouring over evidence in the death of Benazir Bhutto. Their conclusion: It was an al-Qaeda operation:BRITISH officials have revealed that evidence amassed by Scotland Yard detectives points towards Al-Qaeda militants being responsible for the assassination of Benazir Bhutto. Five experts in video evidence and forensic science have been in Pakistan for 10 days since President Pervez Musharraf took up an offer from Gordon Brown for British help in the investigation of the December 27 killing. Last week they were joined by three specialists in explosives. As for who specifically was involved in the assassination, Scotland Yard concurred with the Musharraf government: “Linking Mehsud to Bhutto’s assassination was done for strategic reasons and had nothing to do with the ground realities,” said Sajjan Gohel, an expert on Al-Qaeda. “Although Mehsud has ideological sympathies with the Taliban, his influence does not extend beyond the tribal areas and he certainly does not have the resources to plan an attack in the centre of the country like the assassination of Bhutto.” But British and American officials, who have examined the transcript, say they believe it is genuine and share Musharraf’s view that Mehsud is behind most of the suicide bombings in Pakistan. Asked why Pakistani forces do not capture Mehsud, one official said: “It’s not so easy to go into tribal areas. Look what happened to the last lot of Pakistani soldiers that tried.” According to diplomats, Mehsud had dispatched teams of suicide bombers round the country to follow Bhutto to rallies and seize an opportunity to kill her. Fingerprints on the gun fired at Bhutto were traced to a man in Swat - the same area that Meshud operates. While Scotland Yard cannot discover how she died, it seems an accepted fact now even by the government that Bhutto was shot in the neck and killed before the suicide bomber could set off his device. Scotland Yard expects to wrap up its investigation prior to the February 18 elections.","at0801300_1.text","Conservative",13,"at"
"89","President Bush is continuing his 8 day visit to the Middle East with a stop in Kuwait and a speech at Camp Arifjan to thousands of American military personnel:But I want to tell you what the history will say. The history will say, it was when you were called upon, you served, and the service you rendered was absolutely necessary to defeat an enemy overseas so we do not have to face them here at home. (Applause.) It will say loud and clear that this military, comprised of brave men and women who sacrificed on behalf of a noble cause called peace -- the men and women of this military understood that we're in an ideological struggle; that we're facing cold-blooded murderers who kill the innocent to achieve their hateful vision of a future. And they understood, history will show, that those who wore the uniform in the beginning of the 21st century understood a timeless truth that the ideology of -- based upon liberty is necessary for peace; that in this ideological struggle, on the short-term, we will find and bring the enemies to justice, but in the long term, the best way to defeat the ideology of hate is one with an ideology of hope, and that's one with liberty at its fundamental core. (Applause.) The president received a boisterous welcome from the troops and he highlighted his determination to start drawing down our forces in Iraq as the situation permits: President Bush said Saturday that the United States was on track to bring home at least 20,000 troops from Iraq by summer, but he emphasized that he was willing to halt the drawdown ""in order to make sure we succeed."" After meeting in Kuwait with his top commander in Iraq, Army Gen. David H. Petraeus, and the U.S. ambassador to Baghdad, Ryan Crocker, the president presented a mixed picture of the conditions one year after he called for sending additional troops to Iraq. Bush said that extremist militias had been disrupted but remained a concern. ""We cannot take the achievements of 2007 for granted,"" he said, referring to the reduction in violence toward the end of 2007, after the deadlier months at the start of the year. With a stop at Camp Arifjan in Kuwait, the president was as close to Iraq as he is likely to get on his eight-day trip through the Middle East and Persian Gulf, unless he makes a detour to the war zone. The supply base is about 100 miles from Iraq.Bush is also on the verge of beginning negotiations with the Iraqi government over a permanent security arrangement. Democrats have been urging Bush not to start such negotiations. They don't want Bush to tie the hands of a Democratic president if such a thing were to come to pass.But Bush is determined to push ahead with such an agreement that will guarantee an American presence in Iraq long after most of our combat troops are gone.","at0801300_2.text","Conservative",13,"at"
"90","With the economy taking center stage in Michigan, a new Detroit Free Press poll shows Mitt Romney narrowly in front of John McCain 27%-22% with Mike Huckabee in third with 16%. Republican primary voters whose greatest concern is the economy could give Bloomfield Hills native Mitt Romney his first major state victory in Tuesday’s Michigan presidential primary, according to the Detroit Free Press-Local 4 Michigan Poll. Romney leads John McCain, 27%-22%, with Mike Huckabee in third at 16%, the poll showed. Romney’s core of support is in metro Detroit, where he has a 2-1 advantage. Of the 40% who named the economy as their top concern, Romney had a 42%-25% advantage over McCain. McCain wins by about the same margin over Romney among the 24% of Republican voters whose top issue is the Iraq war. But Romney's lead could evaporate, depending on how tentative, undecided and uncommitted voters lean over the next two days. About 38% of voters who had a favorite said they might change their mind by Tuesday. Another 22% hadn't picked a candidate. The poll also shows that relatively few Democratic voters plan to vote in the Republican primary, a factor that may be difficult to gauge. Independents and Democrats who cross over to the GOP could tip the election to McCain if they show up in substantial numbers.The Romney name still has some magic in Michigan. That coupled with Romney's perceived strength in dealing with the economy has somewhat negated the huge bounce McCain got from winning New Hampshire. It will likely keep Romney competitive in the state to the end. Can Huckabee pull off a miracle and finish second? Some analysts believe that if Huckabee can duplicate his Iowa ground game where he utilized his network of evangelical churches to get out his vote that he may surprise in Michigan. If so, a third place for McCain or Romney would be devastating to either man's candidacy.It looks like it will come down to the wire with the result dependent on just how many independents and Democrats John McCain can pull into the voting booths on Tuesday.","at0801300_3.text","Conservative",13,"at"
"91","Counting civilian deaths in Iraq is a ghoulish business. Given the chaos in the country for much of the last 4 years and the breakdown of government record keeping, the job has devolved into a statistical morass where competing methodologies give entirely different totals.At the center of the controversy have been two separate studies done by researchers at Johns Hopkins University that were published in the respected British medical journal, The Lancet. The results from both studies were wildly at odds with other estimates and resulted in questions being raised about the methodology used to determine the findings.Now we have evidence that there may indeed have been political motivations in doing the study and in reaching its controversial conclusions.Half of the funding for the study came from the George Soros group the Open Society Institute:The study, published in 2006, was hailed by antiwar campaigners as evidence of the scale of the disaster caused by the invasion, but Downing Street and President George Bush challenged its methodology. New research published by The New England Journal of Medicine estimates that 151,000 people – less than a quarter of The Lancet estimate – have died since the invasion in 2003. “The authors should have disclosed the [Soros] donation and for many people that would have been a disqualifying factor in terms of publishing the research,” said Michael Spagat, economics professor at Royal Holloway, University of London. The Lancet study was commissioned by the Massachusetts Institute of Technology (MIT) and led by Les Roberts, an associate professor and epidemiologist at Columbia University. He reportedly opposed the war from the outset.An anti-war researcher receiving funds from an anti-war, anti-American billionaire? And the highly respected Lancet publishing the findings anyway? The question of motivations for doing the study in the first place have been revealed to be not in the interest of science but politics. The editor of the Lancet should be fired for besmirching the reputation of that journal and Professor Roberts should also suffer some kind of penalty for dragging the good name of Columbia University down into a political cesspool. But neither will happen. Leftist academics are well protected and the political motivations of the editor of the Lancet will be obscured by weasel words denying any political angle to publishing the study. And George Soros will continue his anti-American activities unencumbered by any principles or morals. At my blog, I have more on Soros as well as a review of the timing of the Lancet studies.","at0801300_4.text","Conservative",13,"at"
"92","Dear Editor:The January 12 article in American Thinker by Abdirahman Warsame entitled ""Problems in the VOA-Somali Service"" contained a number of inaccuracies and false statements, to which the Voice of America offers the following response.First, some background: VOA's Somali Service went on the air in February 2007. It now broadcasts three hours a day of news, information and features that can be heard in Somalia in the late afternoon and early evening on shortwave and FM radio. The program's mandate has been to provide the unbiased, accurate, credible information called for by the VOA Charter, and the overwhelmingly positive response from Somali listeners indicates that they value those qualities in our programs. In his article, Mr. Warsame said that several of our broadcasters are ""well known hardcore supporters"" of the Islamic Courts. There is no truth to this statement. The similar accusation that VOA freelance reporters in Somalia are opposed to the Transitional Federal Government is equally false.  VOA's Charter requires us to present balanced and fair programming that seeks out all responsible points of view on controversial issues of public importance.  To fulfill this mandate, VOA's Somali Service has interviewed the full range of political leaders and personalities, including those from the Transitional Federal Government, the Union of Islamic Courts, and other relevant political groups.  It has presented the views of a wide range of ordinary Somali citizens as well, opening a broadcast space for the public discussion of Somalia's future. Responsibility for preparing these interviews rotates among the staff, and our editors insure that the interviews in no way reflect the personal convictions of the journalists who conduct them. VOA's Somali Service does not, as alleged, broadcast ""unbalanced, selective, and exaggerated field-reports."" While statistics may change in this ongoing conflict, the details of conflict in Mogadishu reported by the VOA Somali Service are very consistent with figures used by other major news operations and are the same figures used by the VOA Central newsroom.Mr. Warsame is incorrect is stating that the Somali Service's coverage is dominated by events in Mogadishu. VOA coverage is dominated by the major news of the day from throughout Somalia. VOA uses nearly two dozen reporters in Somalia and the region. News is supplemented by reporting on education, health, youth, Diaspora affairs, music and sports. There are also discussion programs, call-in shows and special features, such as profiles of ordinary citizens who are making a positive difference in their communities.Mr. Warsame has cited an error in translation of an English idiomatic expression in an interview with U.S. Assistant Secretary of State Jendayi Frazer in 2007. The error in translation occurred, but his assertion that ""the interview was totally mistranslated"" is false. In the best traditions of journalism, the error in translation was quickly discovered and acknowledged on the VOA Somali Website; the entire English transcript of Ms. Frazer's interview was posted on the Website as well as the correction with an apology was broadcast as soon as possible after the error was recognized. VOA believes that an important part of credibility is recognizing errors when they occur, and correcting them quickly.  In this case, officials of the Somali Transitional Federal Government thanked VOA for its quick action on the matter.It is true, as Mr. Warsame points out, that TFG officials from time to time disagree with something we broadcast. When that happens, we put these officials on the air to set the record straight as they see it.Mr. Warsame also injects the worst aspects of Somali clan politics into his critique with the false assertion that all members of the Service come from a single clan. Staff of the Somali service are chosen, not for their ethnic identity, but for their journalistic experience and abilities, as reflected in their ability to pass a written test, a voice test and to demonstrate the necessary professional experience.VOA welcomes constructive criticism of its programs and we particularly value the input of Somali-Americans who are concerned about the future of their former homeland. The VOA Somali Service's three hours of daily broadcasting are by design filled with the diverse opinions of Somalis from all walks of life, just as the U.S. media is filled with the multiplicity of voices of Americans. We hope our broadcasts give our listeners a safe place to express their views and to weigh their decisions about Somalia's future.Sincerely,Letitia M. KingActing DirectorOffice of Public Affairs","at0801400_0.text","Conservative",14,"at"
"93","It will probably come down to turnout in the Michigan Republican primary tomorrow. With all the polls showing a near dead heat between John McCain and Mitt Romney, the contest will be decided by who goes to the polls.For Romney who has demonstrated strength in urban areas like Detroit and Grand Rapids, getting his supporters to the polls will be absolutely key. During the first nine days of January, the Romney campaign spent more than $2 million in advertisements on television and radio in Michigan. Compare that with McCain's $359,000 and Huckabee's $39,000. On top of that, Romney's campaign recently announced it was pulling its paid media in other early-voting states and focusing its remaining resources in Michigan. Still, Romney says the state is ""not do-or die..."" Romney and his rivals are all trying to convince Michigan voters that they can ease the state's economic concerns. The state's unemployment rate sits a 7.4 percent. As for McCain, he must turn out as many independent and conservative Democratic voters as he can to vote for him. Michigan allows for such cross over voting as did New Hampshire, a state McCain won rather handily. Romney has pounced on a couple of missteps by McCain, criticizing his rival for saying that some jobs will never come back to Michigan while McCain has been touting his record on Iraq - an issue that is bound to play well in a state where polls show that the war is the number 2 concern among state Republicans. Can Romney stop the McCain ""Straight Talk Express"" dead in its tracks? He is going to have to if he wishes to continue as a viable candidate. Romney was born in Michigan and his father was governor there. A loss would raise the question ""If he can't win in Michigan, where can he win?"" A win by McCain on the other hand would propel him into Saturday's South Carolina primary with a lot of momentum. And a win there along with a win in Florida could very well make him the prohibitive favorite to capture the nomination. It will probably be a late night in Michigan before the results are known.","at0801400_1.text","Conservative",14,"at"
"94","You knew it had to happen sooner or later.Race is the 800 pound gorilla in the room when it comes to American politics. Few talk about it. And using it as a weapon in a campaign went out with George Wallace.But you had to know that if there were a way to raise the issue and get people thinking about it, the Clintons would find a way. Hence, the last 48 hours have seen several elliptical references to race by Clinton surrogates as well as Bill and Hillary Clinton themselves which serve the purpose of reminding people just who it is that opposes Hillary - and what color he is:Clinton, on defense over comments that she and her husband made regarding Martin Luther King Jr.'s legacy and Obama's fitness for the White House, tried to turn the tables on her top primary rival. She accused his campaign of looking to score political points by distorting their words. Hillary Clinton had said King's dream of racial equality was realized only when President Lyndon B. Johnson signed the Civil Rights Act of 1964, while Bill Clinton said Illinois Sen. Obama was telling a ""fairy tale"" about his opposition to the Iraq war. Black leaders have criticized their comments, and Obama said Sunday her comment about King was ""ill-advised."" ""I think it offended some folks who felt that somehow diminished King's role in bringing about the Civil Rights Act,"" he told reporters on a conference call. ""She is free to explain that, but the notion that somehow this is our doing is ludicrous.""In addition, Bob Johnson, the founder of the Black Entertainment Network, introduced Hillary at a campaign rally by savaging Obama, even alluding to his drug use. The Obama campaign called foul but the Clintons pleaded innocent saying they had no control over what Johnson had to say. Then a memo surfaced from the Obama campaign detailing what the staffer believed were ""racially insensitive"" comments from the Clinton camp. This made it appear as if the Obama camp was also going to play the race card at some point, using the statements as ammunition: As evidence the Obama campaign had pushed the story, Clinton advisers pointed to a memo written by an Obama staffer compiling examples of comments by Clinton and her surrogates that could be construed as racially insensitive. The memo later surfaced on some political Web sites. ""This is an unfortunate story line the Obama campaign has pushed very successfully,"" the former first lady said Sunday on NBC's ""Meet the Press."" ""I don't think this campaign is about gender, and I sure hope it's not about race."" Clinton taped the show before appearances in South Carolina, where at least half the primary voters are expected to be black. On Monday, she planned to attend a union event honoring King's legacy in New York City.And so it goes. The Clinton camp not overtly but subtly, bringing race into the mix. And Obama, realizing the dynamite involved, responding cautiously but directly to the challenge.It is a tightrope both candidates will walk until one of them emerges victorious from the primaries.","at0801400_2.text","Conservative",14,"at"
"95","As the debate builds about state-controlled thermostats in your homes, you may notice that programmable communicating thermostats (PCTs) are now being referred to as ""Smart"" thermostats.  This conflates PCTs with programmable, or ""setback"" thermostats which have been around for decades and are totally under the householder's control with no radio override features.  Google ""smart thermostat"" and you'll find information on both kinds.In fact, there has never been any intelligence built into either design.  Were PCTs  to be domineering robots with artificial intelligence?  Were they to be smarter than you?  Perhaps we should be thankful PCTs don't have arms and legs and run around your house turning off the lights.  We have mandatory, permanent motion sensors for that job, at least in commercial buildings.The controversy is that PCTs are dumb machines that will blindly, automatically, follow commands sent by central power authorities and not those of the head of the household.  The will, volition, and responsibility reside in the humans who manage the electrical grid.At best, this shift in terms reflects muddled thinking and loose use of the English language.  Like anyone who is trying to sell you something, people who would apply the term ""smart"" to a dumb machine are engaging in puffery and shifting accountability.The term ""smart"" has been applied since at least 2002 in planning documents but it is nowhere to be found in the Title 24 regulations, to the CEC's credit.Another propaganda technique used by advocates of government-controlled thermostats is the creation of a false dichotomy, stating the issue as a choice only between government rationing via PCTs and blackouts.   The real choice is between government-managed shortages and adequate supplies of electricity.  Investors are ready, willing, and able to build new generation for the citizens of the state of California.  Just ask Warren Buffett about his Idaho nuke project or Tom Hutson with his plans in Fresno.  If the state can not better manage to serve our electrical needs, perhaps we should ask them to just step aside and let buyers and sellers make our own deals.This bears close watching.","at0801400_3.text","Conservative",14,"at"
"96","An al-Qaeda terrorist plot against the Queen of England was foiled last year at the Commonwealth Summit in Uganda, according to the Ugandan government:AL Qaeda terrorists posing as TV crews planned to blow up the Queen by smuggling explosives into last year’s Commonwealth summit. Two huge outside broadcast vans belonging to the Uganda Broadcasting Corporation were seized after a tip-off from intelligence agents. As a result, UBC was unable to transmit live pictures of key summit events, including the Queen’s historic address to the Ugandan parliament on November 22. Dr Ruhakana Rugunda, the Uganda Minister of Internal Affairs, said: “We received information that a terrorist group linked to Al Qaeda, the Allied Democratic Forces, was planning to carry out terrorist activities at the Commonwealth meeting. The security services in Uganda neutralised these threats.” The ADF is a radical Muslim group operating in western Uganda and has largely been neutralized by the Ugandan government. But they still claim some strongholds and have received assistance from al-Qaeda in the past. While the threat doesn't sound that serious, who knows? It didn't seem feasible that a couple of terrorists could hijack airplanes and fly them into buildings either. We dismiss these plots at our own peril.","at0801400_4.text","Conservative",14,"at"
"97","This is a story that could only happen as a result of the internet.It is  the world wide web that has fueled the candidacy of Ron Paul from the beginning, gathering not only the rational libertarians, paleoconservatives, and anti-war Democrats to his cause but also the dark underbelly of humanity who apparently have so much time on their hands that they can harrass, threaten, and scare the living daylights out of a small town New Hampshire clerk who made an honest error on the primary voting sheet she sent to the Secretary of State in New Hampshire.The unhinged nature of some Ron Paul supporters has been well documented. But someone should probably be arrested for this kind of behavior:Jennifer Call's eyes searched the office for nothing in particular. Her arms waved and her fear spilled out. ""This is where I grew up,"" Sutton's town clerk said yesterday. ""This is my hometown, this is where my family is, and all of sudden, my name is being splashed across the internet as this horrible person. And the frightening part is, I don't know these people and they don't know me."" Call wants the nationwide army of boisterous Ron Paul supporters, believers in more conspiracy theories than Oliver Stone, to know that she's committed no crime. Not treason, as the dozens of phone callers screamed. Not fraud, as the dozens of e-mails charged. Nothing. Human error, by someone unknown, caused Call's office to claim Paul received zero votes from the town during Tuesday's first-in-the-nation primary. Paul actually got a whopping 31 votes. Out of 920 cast. Launch an investigation. Alert the media. The mistake was corrected early the next morning, but that hardly mattered. The Paul machine, upon reading the number in print, quickly went into counteroffensive mode. What happened next is unbelievable. The aroused Paulbots began calling Mrs. Call at the office, at her home. They sent her dozens of emails - some of them threatening. She was forced to get an unlisted number. She actually began to fear for her safety. The calls kept coming. Some ""national radio host"" had given out her number and told his listeners to call her demanding ""answers."" Of course, the answer was simple human error. But once the crazies were loosed, no explanation could stop them: She got about five more the next day in her office. She tried to get work done. She called the Massachusetts company that makes the licenses for dog owners in her area. The guy had heard of her. ""Wow,"" the man said. ""This is the second time this week I've seen your name."" ""Where?"" Call asked. ""I've gotten a dozen e-mails about how you've destroyed the New Hampshire primary."" ""Why?"" ""We make voting machines."" ""The problem is,"" Call said yesterday, ""we don't use voting machines."" She went home and locked her doors. She called her mother in North Carolina. She cried. The calls kept coming. She unhooked her answering machine and requested an unlisted number. ""I was drained emotionally and physically,"" Call said. ""That's when I really started to freak out. Thursday it hit me, that most of these people are not rational. That's when I became scared."" Ron Paul will never be elected president. But his supporters win the prize for being the most doltish, unhinged, discourteous, and mentally unbalanced in the race.","at0801400_5.text","Conservative",14,"at"
"98","No one denies that Mike Huckabee, the former Baptist Preacher, is a great communicator on the stump. His down home demeanor and wit have rocketed him into second place in most national polls.But Huckabee is not running for Preacher in Chief. He is running for President of the United States. And what becomes apparent when scratching the surface of his candidacy is that he really hasn't thought very much about what kinds of policies he would seek to enact as president:Huckabee needed to come up with an immigration plan in a hurry last month. He was beginning his remarkable ascent in opinion polls, but was under attack from GOP rivals for a ""liberal"" position on immigration while governor of Arkansas from 1996 to 2007. His record in Arkansas, supporting tuition breaks for illegal immigrants and opposing a federal roundup of undocumented workers, made him vulnerable to criticism from the right. When the campaign announced the governor's nine-point immigration plan on Dec. 6, it noted that it was ""partially modeled"" on Krikorian's proposal three years earlier. But Huckabee took credit for the plan in the Republican debate on Thursday night, and Mitt Romney's campaign is crying foul. A Romney ""Fact Check"" said that the Huckabee plan had lifted ""whole sections of Krikorian's editorial without quotes or direct attribution."" A point-by-point comparison of the two plans supports the Romney critique. Huckabee's is virtually identical to Krikorian's, with the exception of two points: Build the Fence and Establish an Economic Border. Huckabee says that his proposal for a flat-rate sales tax, known as the ""fair tax,"" would create an ""economic disincentive"" for illegal immigration, by forcing undocumented workers to pay taxes. If Huckabee were a student, he would stand convicted of plagiarism. But beyond the sneaking dishonesty is the stark fact that here is a man who is either too lazy or just not interested in what kinds of policies he would pursue if he were elected. His history as Arkansas governor would tend toward the former as there were criticisms of the governor being unprepared for staff meetings at times as well as being put on the spot by reporters in press conferences.Platitudes and bible quoting only get you so far in a campaign. There comes a time when a candidate must demonstrate a surehandedness when advocating their policy prescriptions for the country. So far, Huckabee has gotten away with spouting generalities - largely because his policies are not very conservative. The question becomes when will the veil fall from the eyes of voters and reveal this man to be the shallow, unprepared candidate that he truly is.","at0801400_6.text","Conservative",14,"at"
